Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
359,CA-2016-130001,23/04/16,04/28/16,Stndrd Class,HK-14890,Heather Kirkland,corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002666,office supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325
360,CA-2017-155698,08/03/17,11/03/17,Frst Clss,VB-21745,Victoria Brennan,corporate,United States,Columbus,Georgia,31907,SOUTH,OFF-AP-10001124,OFFICE SUPPLIES,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.4384
361,CA-2017-155698,08/03/17,03/11/17,Frst Clss,VB-21745,Victoria Brennan,CORPORATE,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
362,CA-2017-144904,25/09/17,01/10/17,Stndrd Class,KW-16435,Katrina Willman,consumer,United States,New York City,New York,10009,EAST,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
363,CA-2017-144904,09/25/17,01/10/17,Stndrd Class,KW-16435,Katrina Willman,consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704
364,CA-2017-144904,25/09/17,01/10/17,Stndrd Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,EAST,OFF-AR-10003732,office supplies,Art,Newell 333,5.56,2,0,1.4456
365,CA-2017-144904,09/25/17,10/01/17,Stndrd Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,EAST,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,20.7328
366,CA-2014-123344,24/09/14,09/29/14,Stndrd Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
367,CA-2016-155516,21/10/16,10/21/16,Sm Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,EAST,OFF-BI-10002412,office supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,23.2,4,0,10.44
368,CA-2016-155516,21/10/16,10/21/16,Sm Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-SU-10001225,OFFICE SUPPLIES,Supplies,Staple remover,7.36,2,0,0.1472
369,CA-2016-155516,21/10/16,10/21/16,Sm Day,MK-17905,Michael Kennedy,corporate,United States,Manchester,Connecticut,6040,East,OFF-ST-10002406,OFFICE SUPPLIES,Storage,Pizazz Global Quick File,104.79,7,0,29.3412
370,CA-2016-155516,21/10/16,21/10/16,Sm Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,east,FUR-BO-10002545,FURNITURE,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0,271.4192
371,CA-2017-104745,05/29/17,04/06/17,Stndrd Class,GT-14755,Guy Thornton,CONSUMER,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5,0.2,9.396
372,CA-2017-104745,29/05/17,04/06/17,Stndrd Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746
373,,23/07/14,07/27/14,Stndrd Class,AG-10900,,consumer,United States,Tucson,Arizona,85705,,OFF-BI-10001982,nan,,Wilson Jones Custom Binder Spines & Labels,8.16,5,,
374,US-2014-119137,23/07/14,27/07/14,Stndrd Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,west,TEC-AC-10003911,technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,0.2,179.1888
375,US-2014-119137,23/07/14,27/07/14,Stndrd Class,AG-10900,Arthur Gainer,CONSUMER,United States,Tucson,Arizona,85705,west,OFF-AR-10000658,office supplies,Art,Newell 324,9.24,1,0.2,0.924
376,US-2014-119137,23/07/14,07/27/14,Stndrd Class,AG-10900,Arthur Gainer,CONSUMER,United States,Tucson,Arizona,85705,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94
377,US-2016-134656,28/09/16,01/10/16,Frst Clss,MM-18280,Muhammed MacIntyre,CORPORATE,United States,Quincy,Illinois,62301,central,OFF-PA-10003039,OFFICE SUPPLIES,Paper,Xerox 1960,99.136,4,0.2,30.98
378,US-2017-134481,27/08/17,01/09/17,Stndrd Class,AR-10405,Allen Rosenblatt,CORPORATE,United States,Franklin,Massachusetts,2038,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848
379,CA-2015-130792,04/28/15,05/05/15,Stndrd Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,central,OFF-AP-10000696,office supplies,Appliances,Holmes Odor Grabber,8.652,3,0.8,-20.3322
380,CA-2015-130792,28/04/15,05/05/15,Stndrd Class,RA-19915,Russell Applegate,consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,office supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,3,0.2,2.6811
381,CA-2015-130792,04/28/15,05/05/15,Stndrd Class,RA-19915,Russell Applegate,consumer,United States,Houston,Texas,77095,central,OFF-BI-10000309,office supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4,0.8,-18.8728
382,CA-2016-134775,28/10/16,29/10/16,Frst Clss,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0,25.48
383,CA-2016-134775,10/28/16,10/29/16,Frst Clss,AS-10285,Alejandro Savely,corporate,United States,San Francisco,California,94109,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376
384,CA-2015-125395,26/06/15,06/29/15,Secnd Class,LA-16780,Laura Armstrong,CORPORATE,United States,Taylor,Michigan,48180,central,TEC-AC-10004708,TECHNOLOGY,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0,8.799
385,US-2015-168935,11/27/15,02/12/15,Stndrd Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,south,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095
386,US-2015-168935,11/27/15,12/02/15,Stndrd Class,DO-13435,Denny Ordway,consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,83.976,3,0.2,-1.0497
387,CA-2015-122756,03/12/15,07/12/15,Stndrd Class,DK-13225,Dean Katz,corporate,United States,Philadelphia,Pennsylvania,19140,east,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638
388,CA-2015-122756,12/03/15,07/12/15,Stndrd Class,DK-13225,Dean Katz,CORPORATE,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777
389,CA-2014-115973,11/24/14,26/11/14,Frst Clss,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,EAST,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264
390,CA-2017-101798,11/12/17,15/12/17,Stndrd Class,MV-18190,Mike Vittorini,consumer,United States,New York City,New York,10009,east,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884
391,CA-2017-101798,11/12/17,15/12/17,Stndrd Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,east,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0,13.5932
392,US-2014-135972,09/21/14,09/23/14,Secnd Class,JG-15115,Jack Garza,consumer,United States,Des Moines,Washington,98198,WEST,TEC-PH-10003012,TECHNOLOGY,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,0.2,27.7182
393,US-2014-135972,21/09/14,09/23/14,Secnd Class,JG-15115,Jack Garza,CONSUMER,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0,701.9883
394,US-2014-134971,07/06/14,10/06/14,Secnd Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,CENTRAL,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623
395,,30/06/17,07/05/17,Stndrd Class,VP-21730,,Home Office,United States,Las Vegas,Nevada,89115,,OFF-BI-10004492,,,Tuf-Vin Binders,75.792 INR,3,,nan INR
396,CA-2017-165603,10/17/17,19/10/17,Secnd Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,east,OFF-ST-10000798,office supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0,9.4924
397,CA-2017-165603,10/17/17,19/10/17,Secnd Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,east,OFF-PA-10002552,OFFICE SUPPLIES,Paper,Xerox 1958,12.96,2,0,6.2208
398,,31/10/15,04/11/15,Stndrd Class,HP-14815,,HOME OFFICE,United States,Jackson,Michigan,49201,nan,OFF-SU-10002573,NAN,,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,,
399,CA-2016-108987,09/08/16,10/09/16,Secnd Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952
400,CA-2016-108987,08/09/16,10/09/16,Secnd Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528
401,CA-2016-108987,08/09/16,10/09/16,Secnd Class,AG-10675,Anna Gayman,consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,OFFICE SUPPLIES,Storage,"Contico 72""H Heavy-Duty Storage System",$131.136,4,0.2,$-32.784
402,CA-2016-108987,08/09/16,09/10/16,Secnd Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,TECHNOLOGY,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.2,0.7198
403,CA-2014-113166,12/24/14,26/12/14,Frst Clss,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.568,2,0.2,3.4684
404,CA-2014-155208,16/04/14,20/04/14,Stndrd Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768
405,CA-2017-117933,24/12/17,12/29/17,Stndrd Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024,east,OFF-AP-10004249,office supplies,Appliances,Staple holder,35.91,3,0,9.6957
406,CA-2017-117457,08/12/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000158,technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,0,37.7895
407,CA-2017-117457,08/12/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-CO-10004115,technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913
408,CA-2017-117457,12/08/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,west,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5,0,13.3035
409,,12/08/17,12/12/17,Stndrd Class,KH-16510,,Consumer,United States,San Francisco,California,94110,,FUR-TA-10002041,,,"Bevis Round Conference Table Top, X-Base",1004.024,7,,
410,CA-2017-117457,12/08/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,west,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0,4.6464
411,CA-2017-117457,08/12/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,CONSUMER,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9,0,13.608
412,CA-2017-117457,08/12/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,CONSUMER,United States,San Francisco,California,94110,West,OFF-PA-10001970,OFFICE SUPPLIES,Paper,Xerox 1908,55.98,1,0,27.4302
413,CA-2017-117457,08/12/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,consumer,United States,San Francisco,California,94110,west,FUR-BO-10001972,furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548
414,CA-2017-117457,08/12/17,12/12/17,Stndrd Class,KH-16510,Keith Herrera,consumer,United States,San Francisco,California,94110,west,FUR-CH-10003956,FURNITURE,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,0.2,-18.4548
415,CA-2017-142636,03/11/17,07/11/17,Stndrd Class,KC-16675,Kimberly Carter,CORPORATE,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,7,0,65.7342
416,CA-2017-142636,03/11/17,07/11/17,Stndrd Class,KC-16675,Kimberly Carter,corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,0.2,26.8744
417,CA-2017-122105,24/06/17,28/06/17,Stndrd Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,0,25.8984
418,CA-2016-148796,04/14/16,18/04/16,Stndrd Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,west,FUR-CH-10004886,FURNITURE,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38
419,CA-2017-154816,06/11/17,10/11/17,Stndrd Class,VB-21745,Victoria Brennan,corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,1,0,2.8322
420,CA-2017-110478,04/03/17,03/09/17,Stndrd Class,SP-20860,Sung Pak,CORPORATE,United States,Los Angeles,California,90045,west,OFF-AR-10001573,Office Supplies,Art,American Pencil,9.32,4,0,2.7028
421,CA-2017-110478,03/04/17,03/09/17,Stndrd Class,SP-20860,Sung Pak,CORPORATE,United States,Los Angeles,California,90045,west,OFF-EN-10000483,OFFICE SUPPLIES,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0,7.015
422,CA-2014-142048,22/06/14,06/25/14,Frst Clss,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,TECHNOLOGY,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752,6,0.2,56.5662
423,CA-2017-125388,19/10/17,10/23/17,Stndrd Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,EAST,FUR-FU-10004712,furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056
424,CA-2017-125388,19/10/17,23/10/17,Stndrd Class,MP-17965,Michael Paige,corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10000918,OFFICE SUPPLIES,Storage,Crate-A-Files,32.7,3,0,8.502
425,CA-2017-155705,08/21/17,08/23/17,Secnd Class,NF-18385,Natalie Fritzler,consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264
426,CA-2017-149160,11/23/17,26/11/17,Secnd Class,JM-15265,Janet Molinari,CORPORATE,United States,Canton,Michigan,48187,central,FUR-FU-10003347,furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076
427,CA-2017-149160,23/11/17,11/26/17,Secnd Class,JM-15265,Janet Molinari,CORPORATE,United States,Canton,Michigan,48187,CENTRAL,OFF-BI-10001543,OFFICE SUPPLIES,Binders,GBC VeloBinder Manual Binding System,287.92,8,0,138.2016
428,CA-2014-101476,09/12/14,13/09/14,Frst Clss,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957
429,CA-2017-152275,01/10/17,10/08/17,Stndrd Class,KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.672,6,0.2,0.5004
430,US-2016-123750,15/04/16,21/04/16,Stndrd Class,RB-19795,Ross Baird,HOME OFFICE,United States,Gastonia,North Carolina,28052,SOUTH,OFF-BI-10004584,OFFICE SUPPLIES,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,0.7,-145.3508
431,US-2016-123750,04/15/16,21/04/16,Stndrd Class,RB-19795,Ross Baird,home office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,TECHNOLOGY,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395
432,US-2016-123750,15/04/16,04/21/16,Stndrd Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,south,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,5,0.2,54.7425
433,US-2016-123750,04/15/16,21/04/16,Stndrd Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,south,OFF-ST-10000617,OFFICE SUPPLIES,Storage,Woodgrain Magazine Files by Perma,4.768,2,0.2,-0.7748
434,CA-2016-127369,06/06/16,07/06/16,Frst Clss,DB-13060,Dave Brooks,consumer,United States,Lowell,Massachusetts,1852,East,OFF-ST-10003306,office supplies,Storage,Letter Size Cart,714.3,5,0,207.147
435,US-2014-150574,19/12/14,12/25/14,Stndrd Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,office supplies,Binders,Insertable Tab Post Binder Dividers,4.812,2,0.7,-3.6892
436,US-2014-150574,19/12/14,25/12/14,Stndrd Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-10002600,TECHNOLOGY,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,-18.585
437,CA-2016-147375,06/12/16,14/06/16,Secnd Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991
438,CA-2016-147375,12/06/16,14/06/16,Secnd Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313.488,7,0.2,113.6394
439,CA-2017-130043,15/09/17,09/19/17,Stndrd Class,BB-11545,Brenda Bowman,CORPORATE,United States,Houston,Texas,77070,CENTRAL,OFF-PA-10002230,OFFICE SUPPLIES,Paper,Xerox 1897,31.872,8,0.2,11.5536
440,CA-2017-157252,20/01/17,23/01/17,Secnd Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
441,CA-2016-115756,09/05/16,09/07/16,Secnd Class,PK-19075,Pete Kriz,consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,furniture,Furnishings,Aluminum Document Frame,12.22,1,0,3.666
442,CA-2016-115756,09/05/16,07/09/16,Secnd Class,PK-19075,Pete Kriz,consumer,United States,Detroit,Michigan,48227,CENTRAL,OFF-ST-10000060,office supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,3,0,23.3928
443,CA-2016-115756,09/05/16,09/07/16,Secnd Class,PK-19075,Pete Kriz,consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-10003058,OFFICE SUPPLIES,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0,20.5755
444,CA-2016-115756,05/09/16,07/09/16,Secnd Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,CENTRAL,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.0256
445,CA-2016-115756,05/09/16,07/09/16,Secnd Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002372,furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0,29.1528
446,CA-2016-115756,05/09/16,09/07/16,Secnd Class,PK-19075,Pete Kriz,consumer,United States,Detroit,Michigan,48227,CENTRAL,OFF-LA-10001317,OFFICE SUPPLIES,Labels,Avery 520,22.05,7,0,10.584
447,CA-2017-154214,20/03/17,03/25/17,Secnd Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,central,FUR-FU-10000206,FURNITURE,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677
448,CA-2016-166674,04/01/16,03/04/16,Secnd Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,east,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0,15.4752
449,CA-2016-166674,01/04/16,03/04/16,Secnd Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,east,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.7164
450,CA-2016-166674,04/01/16,03/04/16,Secnd Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,east,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,0,71.2476
451,CA-2016-166674,01/04/16,03/04/16,Secnd Class,RB-19360,Raymond Buch,consumer,United States,Auburn,New York,13021,East,OFF-AR-10003156,OFFICE SUPPLIES,Art,50 Colored Long Pencils,30.48,3,0,7.9248
452,CA-2016-166674,01/04/16,03/04/16,Secnd Class,RB-19360,Raymond Buch,consumer,United States,Auburn,New York,13021,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84,3,0,2.8536
453,CA-2016-166674,01/04/16,03/04/16,Secnd Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,EAST,TEC-PH-10002365,TECHNOLOGY,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,0,9.1312
454,CA-2017-147277,10/20/17,24/10/17,Stndrd Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
455,CA-2017-147277,10/20/17,24/10/17,Stndrd Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,east,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,0.2,66.5408
456,CA-2016-100153,12/13/16,17/12/16,Stndrd Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071,Central,TEC-AC-10001772,TECHNOLOGY,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,0,24.9132
457,US-2014-110674,12/02/14,18/02/14,Stndrd Class,SC-20095,Sanjit Chand,consumer,United States,Concord,California,94521,WEST,FUR-CH-10000225,furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
458,US-2016-157945,09/26/16,10/01/16,Stndrd Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,FUR-CH-10002331,FURNITURE,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146
459,US-2016-157945,26/09/16,10/01/16,Stndrd Class,NF-18385,Natalie Fritzler,consumer,United States,Decatur,Illinois,62521,Central,OFF-EN-10001415,OFFICE SUPPLIES,Envelopes,Staple envelope,8.928,2,0.2,3.348
460,CA-2015-109638,12/15/15,22/12/15,Stndrd Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,office supplies,Appliances,3M Office Air Cleaner,103.92,4,0,36.372
461,CA-2015-109638,15/12/15,22/12/15,Stndrd Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,west,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0,377.9622
462,CA-2015-109638,15/12/15,12/22/15,Stndrd Class,JH-15985,Joseph Holt,CONSUMER,United States,Seattle,Washington,98115,west,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006
463,CA-2016-109869,22/04/16,04/29/16,Stndrd Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068
464,CA-2016-109869,04/22/16,29/04/16,Stndrd Class,TN-21040,Tanja Norvell,home office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832
465,CA-2016-109869,04/22/16,29/04/16,Stndrd Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.485,5,0.7,-20.889
466,CA-2016-109869,22/04/16,04/29/16,Stndrd Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,0.2,-34.758
467,CA-2016-109869,22/04/16,04/29/16,Stndrd Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,WEST,OFF-AP-10002578,OFFICE SUPPLIES,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704
468,US-2015-101399,17/01/15,01/24/15,Stndrd Class,JS-15940,Joni Sundaresam,home office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614
469,CA-2017-154907,31/03/17,04/04/17,Stndrd Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109,CENTRAL,FUR-BO-10002824,FURNITURE,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352
